,Timestamp,Temp_Mean,Temp_Max,Temp_Min,Rain,Wind_Speed
184,2024-01-14,26.0,35.0,19.0,0.0,4
185,2024-01-15,26.0,34.0,19.0,0.0,3
186,2024-01-16,26.0,34.0,20.0,0.0,4
187,2024-01-17,26.0,32.0,21.0,0.0,5
188,2024-01-18,27.0,34.0,21.0,0.0,4
189,2024-01-19,27.0,34.0,22.0,0.0,5
190,2024-01-20,25.0,32.0,22.0,0.2,8
191,2024-01-21,25.0,31.0,21.0,0.0,5
192,2024-01-22,26.0,33.0,20.0,0.0,5
193,2024-01-23,27.0,35.0,19.0,0.0,4
194,2024-01-24,27.0,36.0,19.0,0.0,4
195,2024-01-25,28.0,36.0,19.0,0.0,4
196,2024-01-26,28.0,37.0,23.0,0.0,4
197,2024-01-27,28.0,37.0,20.0,0.0,4
198,2024-01-28,27.0,33.0,22.0,0.0,7
199,2024-01-29,25.0,32.0,20.0,0.0,8
200,2024-01-30,22.0,31.0,17.0,0.0,7
201,2024-01-31,22.0,28.0,19.0,0.0,6
202,2024-02-01,22.0,32.0,18.0,0.0,5
203,2024-02-02,25.0,39.0,13.0,0.0,4
204,2024-02-03,27.0,36.0,19.0,0.0,7
205,2024-02-04,28.0,40.0,17.0,0.0,6
206,2024-02-05,27.0,37.0,20.0,0.0,6
207,2024-02-06,23.0,30.0,15.0,0.0,8
208,2024-02-07,21.0,31.0,11.0,0.0,6
209,2024-02-08,23.0,34.0,12.0,0.0,4
210,2024-02-09,23.0,34.0,15.0,0.0,5
211,2024-02-10,26.0,41.0,14.0,0.0,3
212,2024-02-11,27.0,41.0,16.0,0.0,3
213,2024-02-12,29.0,42.0,21.0,0.0,6
214,2024-02-13,27.0,33.0,21.0,0.0,7
215,2024-02-14,25.0,31.0,20.0,0.0,5
216,2024-02-15,25.0,32.0,18.0,0.0,5
217,2024-02-16,26.0,36.0,17.0,0.0,4
218,2024-02-17,28.0,40.0,17.0,0.0,4
219,2024-02-18,27.0,35.0,21.0,0.0,7
220,2024-02-19,24.0,28.0,20.0,0.0,8
221,2024-02-20,24.0,31.0,17.0,0.0,7
222,2024-02-21,22.0,31.0,13.0,0.1,7
223,2024-02-22,24.0,35.0,14.0,0.0,4
224,2024-02-23,25.0,38.0,13.0,0.0,3
225,2024-02-24,25.0,34.0,15.0,0.0,6
226,2024-02-25,24.0,33.0,15.0,0.0,6
227,2024-02-26,24.0,34.0,15.0,0.0,5
228,2024-02-27,26.0,36.0,18.0,0.0,4
229,2024-02-28,28.0,36.0,19.0,0.0,4
230,2024-02-29,27.0,36.0,20.0,0.0,6
231,2024-03-01,28.0,37.0,19.0,0.0,5
232,2024-03-02,29.0,37.0,22.0,0.0,4
233,2024-03-03,29.0,42.0,22.0,0.0,4
234,2024-03-04,30.0,41.0,21.0,0.0,3
235,2024-03-05,30.0,40.0,22.0,0.0,5
236,2024-03-06,30.0,40.0,21.0,0.0,3
237,2024-03-07,30.0,42.0,19.0,0.0,3
238,2024-03-08,31.0,42.0,24.0,0.0,4
239,2024-03-09,30.0,40.0,23.0,0.0,4
240,2024-03-10,28.0,34.0,22.0,0.0,7
241,2024-03-11,27.0,33.0,22.0,0.0,6
242,2024-03-12,26.0,34.0,19.0,0.0,5
243,2024-03-13,28.0,37.0,22.0,0.0,4
244,2024-03-14,28.0,37.0,21.0,0.0,4
245,2024-03-15,29.0,37.0,22.0,0.0,4
246,2024-03-16,30.0,38.0,24.0,0.0,4
247,2024-03-17,30.0,39.0,23.0,0.0,3
248,2024-03-18,31.0,38.0,24.0,0.1,4
249,2024-03-19,30.0,35.0,25.0,0.0,6
250,2024-03-20,28.0,35.0,21.0,0.0,5
251,2024-03-21,29.0,38.0,21.0,0.0,3
252,2024-03-22,31.0,40.0,25.0,0.0,4
253,2024-03-23,31.0,38.0,26.0,0.0,6
254,2024-03-24,31.0,40.0,23.0,0.0,4
255,2024-03-25,31.0,38.0,25.0,0.0,7
256,2024-03-26,31.0,39.0,24.0,0.0,6
257,2024-03-27,31.0,40.0,24.0,0.0,4
258,2024-03-28,29.0,34.0,24.0,0.0,8
259,2024-03-29,27.0,33.0,22.0,0.0,8
260,2024-03-30,28.0,36.0,21.0,0.0,5
261,2024-03-31,28.0,38.0,21.0,0.0,4
262,2024-04-01,31.0,40.0,24.0,0.0,4
263,2024-04-02,30.0,38.0,25.0,0.0,4
264,2024-04-03,30.0,40.0,25.0,0.0,4
265,2024-04-04,29.0,34.0,25.0,0.0,6
266,2024-04-05,26.0,29.0,24.0,0.0,4
267,2024-04-06,29.0,37.0,22.0,0.0,4
268,2024-04-07,29.0,37.0,22.0,0.0,4
269,2024-04-08,28.0,37.0,24.0,10.6,4
270,2024-04-09,30.0,39.0,23.0,0.0,4
271,2024-04-10,30.0,38.0,24.0,0.0,5
272,2024-04-11,30.0,35.0,24.0,0.0,6
273,2024-04-12,26.0,31.0,23.0,0.0,8
274,2024-04-13,25.0,30.0,21.0,0.0,6
275,2024-04-14,27.0,33.0,22.0,0.0,6
276,2024-04-15,28.0,35.0,21.0,0.0,6
277,2024-04-16,30.0,37.0,24.0,0.0,5
278,2024-04-17,30.0,38.0,25.0,0.0,5
279,2024-04-18,30.0,37.0,23.0,0.0,5
280,2024-04-19,29.0,38.0,22.0,0.0,5
281,2024-04-20,30.0,38.0,22.0,0.0,4
282,2024-04-21,29.0,39.0,25.0,0.0,3
283,2024-04-22,30.0,37.0,24.0,0.0,6
284,2024-04-23,29.0,36.0,21.0,0.0,6
285,2024-04-24,29.0,37.0,22.0,0.0,5
286,2024-04-25,29.0,36.0,23.0,0.1,6
287,2024-04-26,29.0,36.0,23.0,0.0,5
288,2024-04-27,29.0,37.0,22.0,4.5,5
289,2024-04-28,30.0,37.0,25.0,0.0,4
290,2024-04-29,30.0,38.0,22.0,10.6,5
291,2024-04-30,29.0,38.0,22.0,0.0,3
292,2024-05-01,30.0,38.0,25.0,0.0,4
293,2024-05-02,30.0,40.0,24.0,0.0,3
294,2024-05-03,30.0,39.0,24.0,0.0,3
295,2024-05-04,29.0,39.0,23.0,0.0,3
296,2024-05-05,30.0,40.0,22.0,0.0,3
297,2024-05-06,31.0,41.0,26.0,0.2,3
298,2024-05-07,31.0,41.0,25.0,0.0,3
299,2024-05-08,32.0,40.0,27.0,0.0,5
300,2024-05-09,32.0,38.0,28.0,0.0,5
301,2024-05-10,32.0,39.0,27.0,0.0,5
302,2024-05-11,31.0,40.0,27.0,0.0,5
303,2024-05-12,30.0,39.0,23.0,13.9,5
304,2024-05-13,29.0,38.0,24.0,0.0,6
305,2024-05-14,31.0,37.0,26.0,0.0,5
306,2024-05-15,31.0,40.0,23.0,9.4,4
307,2024-05-16,30.0,39.0,24.0,0.0,5
308,2024-05-17,30.0,36.0,25.0,0.0,5
309,2024-05-18,29.0,39.0,23.0,4.7,4
310,2024-05-19,29.0,39.0,24.0,0.0,3
311,2024-05-20,30.0,39.0,24.0,0.0,3
312,2024-05-21,30.0,39.0,24.0,0.0,4
313,2024-05-22,31.0,40.0,25.0,0.0,3
314,2024-05-23,31.0,40.0,25.0,0.0,4
315,2024-05-24,31.0,39.0,27.0,0.0,5
316,2024-05-25,32.0,40.0,27.0,0.0,5
317,2024-05-26,32.0,39.0,28.0,0.0,5
318,2024-05-27,32.0,41.0,27.0,0.0,5
319,2024-05-28,31.0,40.0,25.0,0.0,4
320,2024-05-29,30.0,38.0,23.0,0.0,4
321,2024-05-30,30.0,37.0,25.0,0.1,4
322,2024-05-31,30.0,37.0,25.0,0.0,5
323,2024-06-01,30.0,37.0,26.0,0.1,5
324,2024-06-02,30.0,38.0,25.0,0.0,5
325,2024-06-03,30.0,40.0,25.0,0.1,4
326,2024-06-04,31.0,41.0,24.0,0.0,4
327,2024-06-05,30.0,38.0,26.0,0.0,4
328,2024-06-06,28.0,35.0,23.0,12.8,6
329,2024-06-07,27.0,37.0,23.0,1.7,4
330,2024-06-08,27.0,34.0,21.0,10.5,3
331,2024-06-09,27.0,36.0,24.0,7.8,4
332,2024-06-10,28.0,35.0,24.0,0.1,4
333,2024-06-11,30.0,37.0,26.0,0.0,3
334,2024-06-12,29.0,35.0,26.0,0.0,3
335,2024-06-13,28.0,36.0,25.0,1.1,2
336,2024-06-14,28.0,35.0,22.0,11.7,2
337,2024-06-15,26.0,33.0,23.0,0.9,2
338,2024-06-16,26.0,30.0,23.0,1.3,3
339,2024-06-17,25.0,27.0,23.0,7.4,3
340,2024-06-18,26.0,29.9,23.0,,4
341,2024-06-19,26.6,31.3,23.7,,5
342,2024-06-20,25.8,29.5,23.0,,2
343,2024-06-21,25.2,31.1,22.1,2.2,2
344,2024-06-22,28.4,36.2,23.3,0.3,3
345,2024-06-23,26.1,33.2,21.8,20.4,1
346,2024-06-24,26.2,33.7,21.8,0.2,2
347,2024-06-25,27.7,36.4,22.1,7.2,2
348,2024-06-26,25.2,34.0,18.6,8.0,2
349,2024-06-27,27.7,35.1,20.2,,2
350,2024-06-28,25.9,33.0,21.9,35.2,2
351,2024-06-29,25.9,32.4,21.8,2.7,2
352,2024-06-30,27.0,36.6,22.6,1.9,2
353,2024-07-01,26.4,32.2,22.6,0.0,1
354,2024-07-02,26.2,33.6,21.9,2.9,4
355,2024-07-03,26.8,33.1,22.0,0.0,4
356,2024-07-04,27.1,34.4,21.1,0.0,4
357,2024-07-05,27.5,34.8,22.3,1.3,3
358,2024-07-06,27.2,33.2,22.6,0.1,4
359,2024-07-07,27.3,31.8,23.5,0.1,3
360,2024-07-08,26.9,34.5,22.4,1.6,3
361,2024-07-09,26.7,34.8,21.7,5.1,3
362,2024-07-10,26.3,34.1,21.8,2.5,3
363,2024-07-11,25.9,32.5,20.1,0.0,3
364,2024-07-12,26.5,32.3,21.9,0.0,4
365,2024-07-13,27.6,33.7,22.1,0.0,4
366,2024-07-14,28.1,33.3,23.2,0.3,5
367,2024-07-15,27.9,33.9,23.5,0.0,4
368,2024-07-16,28.1,35.0,22.1,0.0,5
369,2024-07-17,28.5,34.8,23.1,0.0,5
370,2024-07-18,28.7,36.2,22.4,0.0,5
371,2024-07-19,28.4,34.4,22.2,0.0,5
372,2024-07-20,26.2,33.4,22.5,1.1,2
373,2024-07-21,27.2,33.8,22.4,0.1,5
374,2024-07-22,27.9,35.1,22.1,0.0,5
375,2024-07-23,28.9,37.1,22.4,0.0,4
376,2024-07-24,28.6,35.8,23.9,0.0,3
377,2024-07-25,28.1,35.2,23.6,0.2,4
378,2024-07-26,28.6,35.9,23.6,0.1,4
379,2024-07-27,27.0,35.2,22.2,5.3,4
380,2024-07-28,27.3,34.9,23.2,6.3,3
381,2024-07-29,27.4,34.7,22.1,0.4,5
382,2024-07-30,27.1,31.5,23.9,0.0,4
383,2024-07-31,27.9,34.0,22.8,0.0,5
384,2024-08-01,26.8,31.0,22.6,1.5,4
385,2024-08-02,28.5,35.0,22.1,0.0,5
386,2024-08-03,28.7,37.1,22.3,0.0,5
387,2024-08-04,26.9,36.4,23.5,2.1,3
388,2024-08-05,28.9,37.1,22.9,0.0,5
389,2024-08-06,28.9,36.1,23.0,0.0,4
